risk_probability,risk_class,osmid,shap_Lighting_high,shap_Visibility_high,shap_Connectivity_high,shap_Enclosure_high,shap_Land Use_high,shap_Transit Proximity_high,shap_Lighting_low,shap_Visibility_low,shap_Connectivity_low,shap_Enclosure_low,shap_Land Use_low,shap_Transit Proximity_low,shap_Lighting_medium,shap_Visibility_medium,shap_Connectivity_medium,shap_Enclosure_medium,shap_Land Use_medium,shap_Transit Proximity_medium
1.0,high,4743390,0.007219837263088891,0.2102120904233212,-0.13935115652199095,0.1217534538988031,0.00580733625382748,0.15358850310318334,-0.006445564031481485,-0.1037042670019736,0.07700678584759556,-0.08135366125662694,-0.011585396644917405,-0.08871002021402886,-0.000774273231607274,-0.10650782342134753,0.06234437067439552,-0.040399792642176094,0.005778060391089877,-0.06487848288915449
1.0,high,11300057,0.007589914943240156,0.20406413326001874,-0.07877239028214644,0.1203004494948827,0.025818558247541187,0.08022939875669649,-0.007422830834254351,-0.1020643196391286,0.05026403984249968,-0.07898564180754282,-0.021808789733437486,-0.0547745811295692,-0.0001670841089857246,-0.1019998136208901,0.028508350439646734,-0.041314807687339944,-0.0040097685141036125,-0.02545481762712733
1.0,high,12373202,0.007724023052974566,0.2110737326799212,-0.14114348627513967,0.11425955895451373,0.03220065593183629,0.1351155800761267,-0.006663196793613199,-0.10572096170359438,0.07909838995858712,-0.07945821463609287,-0.019343348296626803,-0.08270479183009265,-0.0010608262593612347,-0.10535277097632681,0.062045096316552445,-0.034801344318420926,-0.012857307635209468,-0.05241078824603404
0.9934,high,12373202,0.008558606468194702,0.3543687512072986,-0.297542448373698,0.182579869139761,0.10121735254469433,0.0034790467998966935,-0.008203115715728432,-0.19905630823714132,0.14866391889572786,-0.12090307250305984,-0.03744840464706814,0.0021548589058372524,-0.00035549075246631145,-0.1553124429701571,0.14887852947797,-0.06167679663670106,-0.06376894789762622,-0.005633905705733897
1.0,high,230770489,0.006114433682226111,0.12180551844923238,0.006761877155254635,0.11192995888936574,0.018639430844088242,0.09397884540006568,-0.006811289742071791,-0.06329338692357905,-0.009125992465653656,-0.06300921850970224,-0.01795234676395263,-0.05459988889647327,0.0006968560598456693,-0.05851213152565331,0.0023641153103990363,-0.0489207403796634,-0.0006870840801356404,-0.03937895650359233
1.0,high,922816016,0.008122327708930371,0.028387487528742504,0.12766408302900772,0.023892612708720416,-0.035947760817258964,0.20711131426143847,-0.008208385317687479,-0.043149315330723914,-0.04900792955257664,-0.042923127319590304,0.0056947323591010285,-0.07719809813995532,8.605760875736793e-05,0.014761827801981226,-0.07865615347643103,0.019030514610869662,0.030253028458157426,-0.12991321612148346
1.0,high,11299615,0.007291915084751022,0.18053167538919843,-0.031628055476070206,0.1482960363231011,0.02033945743541022,0.03439903566383865,-0.008072657495611972,-0.08816293471605444,0.015962845256518705,-0.08629931637526476,-0.019228126503474458,-0.02899193346754584,0.0007807424108608498,-0.0923687406731436,0.01566521021955166,-0.06199671994783616,-0.0011113309319356565,-0.005407102196292657
1.0,high,4743386,0.008690370034595468,0.20104815863926886,0.040119321876674455,0.13460659434065966,0.030319482436985956,-0.05555386311899246,-0.009845717247903021,-0.09339810054950771,-0.019600913149953103,-0.07977323137762822,-0.020843606796959558,0.008669445820518887,0.0011553472133077093,-0.10765005808976155,-0.020518408726721633,-0.05483336296303182,-0.009475875640026703,0.04688441729847313
1.0,high,11299615,0.00897409527755079,0.27026680528097385,-0.02055097028374324,0.17560971389755586,0.0229730328197816,-0.09804286780615926,-0.010092854920494991,-0.12445699036951467,0.016529222025302454,-0.09896239567396094,-0.022167321770244636,0.02435821740748003,0.0011187596429442677,-0.14580981491145925,0.004021748258440781,-0.07664731822359469,-0.0008057110495368431,0.07368465039867929
1.0,high,241618932,0.009276686630482117,0.18111873269163695,0.07222260499793515,0.09924970297331004,0.033547332446402234,-0.036184995319533605,-0.0068424841966328795,-0.08764900036890906,-0.03246960558358958,-0.07374628986870045,-0.022125740838161753,0.00804099755456103,-0.002434202433849012,-0.09346973232272794,-0.03975299941434551,-0.025503413104609428,-0.011421591608240595,0.028143997764972537
1.0,high,4743390,0.007439584502034441,0.22108587326638535,-0.08753574908841832,0.12066507467050941,0.038707459718338645,0.05886782135138167,-0.0077890150747753975,-0.10786046806608686,0.050180883929979596,-0.07858140126288807,-0.027145746994321335,-0.043596375833340494,0.0003494305727409393,-0.11322540520029811,0.037354865158438944,-0.04208367340762072,-0.011561712724016904,-0.015271445518040785
1.0,high,4743390,0.007489427990668887,0.20530388353154028,-0.19578192463539343,0.11147728553851816,0.027628022847086826,0.20311336907087335,-0.008093145310195893,-0.10241425003350732,0.09165900680851743,-0.08136948571532271,-0.023170930476285267,-0.09140331857463893,0.0006037173195267732,-0.10288963349803258,0.10412291782687617,-0.030107799823195388,-0.004457092370801377,-0.11171005049623413
1.0,high,1391556727,0.006554639470237877,0.2745389522579496,-0.17086150490445476,0.1659899978793112,0.015475006801346385,0.06753297291520732,-0.007593713120282862,-0.1275375543767885,0.08573434928594,-0.09687661072179105,-0.019310393410870517,-0.049208200957639746,0.0010390736500450158,-0.1470013978811617,0.08512715561851433,-0.0691133871575205,0.0038353866095234973,-0.01832477195756807
1.0,high,12373202,0.007724023052974566,0.2110737326799212,-0.14114348627513967,0.11425955895451373,0.03220065593183629,0.1351155800761267,-0.006663196793613199,-0.10572096170359438,0.07909838995858712,-0.07945821463609287,-0.019343348296626803,-0.08270479183009265,-0.0010608262593612347,-0.10535277097632681,0.062045096316552445,-0.034801344318420926,-0.012857307635209468,-0.05241078824603404
1.0,high,352987332,0.006990473695295374,0.155131705533125,-0.13560377644037494,0.09866175094746646,0.018282675125592347,0.2157672355591282,-0.006821593741939379,-0.09156117330083266,0.0732916440070726,-0.06942321817747406,-0.018942611739326,-0.10133517034893323,-0.00016887995335595346,-0.06357053223229249,0.06231213243330215,-0.02923853276999244,0.0006599366137336957,-0.1144320652101949
0.9934,high,12373202,0.008558606468194757,0.35436875120729866,-0.2975424483736977,0.18257986913976118,0.10121735254469427,0.0034790467998966727,-0.008203115715728425,-0.1990563082371412,0.14866391889572778,-0.12090307250305989,-0.03744840464706815,0.0021548589058372385,-0.0003554907524662698,-0.1553124429701572,0.14887852947796995,-0.06167679663670114,-0.06376894789762615,-0.00563390570573384
1.0,high,"[284142072, 284142071]",0.005784365772977057,0.08929873580060219,-0.07092502397232218,0.32902567995041343,0.021639489599122798,-0.01559318273056064,-0.005981324674321838,-0.0925867893267906,0.04745633283653519,-0.13043027010786654,-0.022617097632792484,-0.010632974396196461,0.00019695890134488123,0.0032880535261883767,0.023468691135786902,-0.1985954098425469,0.000977608033669683,0.026226157126757053
1.0,high,4743390,0.006363607029956447,0.2081097653109179,-0.09286012000952426,0.15382360303856782,-0.006055660254449577,0.089848869304749,-0.00746870836672988,-0.10739698181769249,0.05415477699634481,-0.08597814761017572,-0.008018000279855149,-0.06008506222332428,0.0011051013367734779,-0.10071278349322524,0.03870534301317974,-0.06784545542839193,0.014073660534305001,-0.029763807081424433
1.0,high,1391554614,0.005968023146610699,0.12318850853711538,0.10829102795610573,0.10690589607932205,-0.0009543911749592127,0.01583099987603804,-0.005986724052935197,-0.06239602000658362,-0.06196686279239913,-0.055978100941914175,-0.009013246390767591,-0.019451169116832968,1.8700906324515404e-05,-0.06079248853053172,-0.046324165163706604,-0.050927795137407916,0.009967637565726788,0.0036201692407949806
1.0,high,4743390,0.00782694696990402,0.23117272674073033,-0.31545011808824347,0.13638332463043204,0.006497441630444023,0.29279974250150476,-0.007451275900995195,-0.12274222089728413,0.15835337898153218,-0.1013150400692191,-0.018109582615294596,-0.12352738280017185,-0.00037567106890872004,-0.10843050584344599,0.15709673910671154,-0.03506828456121246,0.01161214098485085,-0.1692723597013325
