osmid,lighting,visibility,connectivity,enclosure,dominant_land_use_score,public_transport_proximity_m,dist_to_rail_m,dist_to_bus_m,lighting_norm,visibility_norm,connectivity_norm,enclosure_norm,dominant_land_use_score_norm,public_transport_proximity_m_norm,risk_class,risk_probability
140435816,0,0.8326,12,0.065298435043655,0.5,40.81,543.83,40.81,0.0,0.7695167286245354,0.7272727272727273,0.12089749160873343,0.6207324643078833,0.10703389360403841,low,1.0
33652484,0,0.5778,8,0.3884354283853625,0.3667,33.55,514.54,33.55,0.0,0.4186975079168388,0.36363636363636365,0.719172961991488,0.45524518932340163,0.08689743163033228,high,1.0
104973427,0,0.5161,6,0.31417419137282554,0.495,78.27,471.61,78.27,0.0,0.33374638579099547,0.18181818181818182,0.5816811940406151,0.6145251396648045,0.21093359960059913,high,1.0
23751833,0,0.4877,7,0.39923173137796786,0.4701,125.78,423.91,125.78,0.0,0.2946440864656479,0.2727272727272727,0.739161893572792,0.5836126629422719,0.3427081599822489,high,1.0
33652481,0,0.5318,9,0.2635098119074183,0.5,173.75,375.47,173.75,0.0,0.35536279774198,0.45454545454545453,0.4878780824164884,0.6207324643078833,0.47575858434570373,high,1.0
140435813,0,0.6459,7,0.44928054079560886,0.4627,240.71,308.31,240.71,0.0,0.5124604158061408,0.2727272727272727,0.8318253013949111,0.5744258224705152,0.661480002218894,high,1.0
27350785,0,0.9925,8,0.0,0.5,147.7,1189.57,147.7,0.0,0.9896736885584472,0.36363636363636365,0.0,0.6207324643078833,0.4035058523326122,low,1.0
27350857,0,0.9105,8,0.03363308768910132,0.5,103.67,1031.3,103.67,0.0,0.8767726834641334,0.36363636363636365,0.06227034283364541,0.6207324643078833,0.281383480335053,low,0.9999
1415694049,0,0.7953,10,0.0824936778706575,0.6444,101.9,951.36,101.9,0.0,0.7181605397218781,0.5454545454545454,0.15273380933974576,0.7999999999999999,0.27647417762245524,low,1.0
27350857,0,0.9105,8,0.033633087689101324,0.5,103.67,1031.3,103.67,0.0,0.8767726834641334,0.36363636363636365,0.062270342833645416,0.6207324643078833,0.281383480335053,low,0.9999
27805597,0,0.4813,7,0.40551849913862326,0.5,185.27,529.6,185.27,0.0,0.28583230070218923,0.2727272727272727,0.7508015975271327,0.6207324643078833,0.5077106562378655,high,1.0
33653460,0,0.8043,10,0.24993215408309447,0.5,144.53,500.04,144.53,0.0,0.7305521134517418,0.5454545454545454,0.46273958144345556,0.6207324643078833,0.39471348532756423,medium,0.9995
"[33653459, 27350679]",0,0.5194,7,0.3538711291137537,0.5,124.38,557.84,124.38,0.0,0.3382899628252788,0.2727272727272727,0.6551785174330939,0.6207324643078833,0.3388250956897987,high,1.0
27350823,0,1.0,5,0.0,,45.03,1407.88,45.03,0.0,1.0,0.09090909090909091,0.0,0.6207324643078833,0.11873855882842405,low,0.999
190344628,0,1.0,6,0.0,,70.02,1411.8,70.02,0.0,1.0,0.18181818181818182,0.0,0.6207324643078833,0.18805125644866036,low,1.0
33688661,0,0.9211,11,0.0,0.5,112.45,869.78,112.45,0.0,0.8913672036348617,0.6363636363636364,0.0,0.6207324643078833,0.30573584068341936,low,1.0
"[1415694049, 27350837]",0,0.9278,12,0.022665914607797003,0.5,66.0,639.29,66.0,0.0,0.9005920418559823,0.7272727272727273,0.04196505198429981,0.6207324643078833,0.17690131469462475,low,1.0
1415694049,0,0.7715,11,0.1071307269988124,0.5017,121.53,890.92,121.53,0.0,0.6853917114140162,0.6363636363636364,0.19834833958451742,0.6228429546865302,0.33092028623731073,low,1.0
27350854,0,0.88,8,0.10966471323235835,0.4091,169.46,995.84,169.46,0.0,0.8347790169351509,0.36363636363636365,0.2030399157180336,0.5078833022967102,0.4638597659066956,medium,0.9986
"[27858260, 27858263]",0,0.8098,7,0.11139218523586562,0.4993,256.48,949.59,256.48,0.0,0.738124741842214,0.2727272727272727,0.20623826238451523,0.6198634388578523,0.705219947855994,high,1.0
33688661,0,0.9247,10,0.04413355648613097,0.2961,172.33,874.56,172.33,0.0,0.8963238331268072,0.5454545454545454,0.08171154900386915,0.36759776536312844,0.47182004770621855,low,0.6905
